author,quote,quote_words,quote_compound,quote_positive,quote_negative,tags,tags_words
J.K. Rowling,"Have to? Of course you have to! But only because of you, Harry, won't rest until Voldemort is finished! Think now, for once, if you have never heard of the prophecy! What would you do?",course Harry rest Voldemort finished Think never heard prophecy would,0.0,0.0,0.0,"['dumbledore', 'inspirational']","dumbledore,inspirational"
Hank Green,Read books. Care about things. Get excited. Try not to be too down on youself. Enjoy the ever present game of knowing.,Read books Care things Get excited Try youself Enjoy ever present game knowing,0.8316,0.468,0.0,['inspirational'],inspirational
Fyodor Dostoevsky,"In the end, you feel that your much-vaunted, inexhaustible fantasy is growing tired, debilitated, exhausted, because you're bound to grow out of your old ideals; they're smashed to splinters and turn to dust, and if you have no other life, you have no choice but to keep rebuilding your dreams from the splinters and dust. But the heart longs for something different! And it is vain to dig in the ashes of your old fancies, trying to find even a tiny spark to fan into a new flame that will warm the chilled heart and bring back to life everything that can send the blood rushing wildly through the body, fill the eyes with tears--everything that can delude you so well!",end feel muchvaunted inexhaustible fantasy growing tired debilitated exhausted bound grow old ideals they're smashed splinters turn dust life choice keep rebuilding dreams splinters dust heart longs something different vain dig ashes old fancies trying find even tiny spark fan new flame warm chilled heart bring back life everything send blood rushing wildly body fill eyes tearseverything delude well,0.4939,0.201,0.115,['inspirational'],inspirational
Alex Sanchez,"The pressures on gay teens can be overwhelming--to keep secrets, tell lies, deny who you are, and try to be who you're not. Remember: you are special and worth being cared about, loved, and accepted just as you are. Never, ever let anyone convince you otherwise.",pressures gay teens overwhelmingto keep secrets tell lies deny try Remember special worth cared loved accepted Never ever let anyone convince otherwise,0.7845,0.429,0.209,"['be-yourself', 'gay-rights', 'inspirational']","be-yourself,gay-rights,inspirational"
Aidan Chambers,"I thought how lovely and how strange a river is. A river is a river, always there, and yet the water flowing through it is never the same water and is never still. It’s always changing and is always on the move. And over time the river itself changes too. It widens and deepens as it rubs and scours, gnaws and kneads, eats and bores its way through the land. Even the greatest rivers- the Nile and the Ganges, the Yangtze and he Mississippi, the Amazon and the great grey-green greasy Limpopo all set about with fever trees-must have been no more than trickles and flickering streams before they grew into mighty rivers",thought lovely strange river river river always yet water flowing never water never still It’s always changing always move time river changes widens deepens rubs scours gnaws kneads eats bores way land Even greatest rivers Nile Ganges Yangtze Mississippi Amazon great greygreen greasy Limpopo set fever treesmust trickles flickering streams grew mighty rivers,0.8979,0.23,0.063,"['growth', 'inspirational', 'river', 'self']","growth,inspirational,river,self"
Marilyn Monroe,"just because you fail once, it doesn't mean you're going to fail at everything. keep trying, hold on, and always, always, always believe in yourself because if you don't, then who will? so keep your head high, keep your chin up, and most importantly, keep smiling because life's a beautiful thing and there's so much to smile about.",fail mean going fail everything keep trying hold always always always believe keep head high keep chin importantly keep smiling life's beautiful thing there's much smile,0.5719,0.302,0.181,['inspirational'],inspirational
Libba Bray,"I change the world, the world changes me.",change world world changes,0.0,0.0,0.0,"['change', 'gemma-doyle', 'inspirational', 'world']","change,gemma-doyle,inspirational,world"
Julie Garwood,A woman can't do anything about her appearance. Either she's pretty or she isn't. But her character is quite another matter.,woman can't anything appearance Either pretty character quite another matter,0.5542,0.364,0.0,"['beauty', 'character', 'inspirational', 'women']","beauty,character,inspirational,women"
Daniel Defoe,"Thus we never see the true state of our condition till it is illustrated to us by its contraries, nor know how to value what we enjoy, but by the want of it.",Thus never see true state condition till illustrated us contraries know value enjoy want,0.5526,0.359,0.121,['inspirational'],inspirational
Les Brown,"Align yourself with people that you can learn from, people who want more out of life, people who are stretching and searching and seeking some higher ground in life.",Align people learn people want life people stretching searching seeking higher ground life,0.0772,0.098,0.0,"['inspirational', 'learn-people', 'les-brown', 'motivational']","inspirational,learn-people,les-brown,motivational"
Steve Maraboli,"Make the choice to embrace this day. Do not let your TODAY be stolen by the ghost of yesterday or the ""To-Do"" list of tomorrow! It’s inspiring to see all the wonderfully amazing things that can happen in a day in which you participate.","Make choice embrace day let TODAY stolen ghost yesterday ""ToDo"" list tomorrow It’s inspiring see wonderfully amazing things happen day participate",0.8074,0.384,0.165,"['action', 'choice', 'compassion', 'inspirational', 'life', 'motivational', 'participate', 'seize-the-day', 'success', 'today']","action,choice,compassion,inspirational,life,motivational,participate,seize-the-day,success,today"
Spencer Johnson,"He knew sometimes some fear can be good. When you are afraid things are going to get worse if you don't do something, it can prompt you into action. But it is not good when you are afraid that it keeps you from doing anything.",knew sometimes fear good afraid things going get worse something prompt action good afraid keeps anything,-0.128,0.241,0.261,"['inspirational', 'life']","inspirational,life"
Les Brown,"Just because Fate doesn't deal you the right cards, it doesn't mean you should give up. It just means you have to play the cards you get to their maximum potential.",Fate deal right cards mean give means play cards get maximum potential,0.34,0.179,0.0,"['inspirational', 'les-brown', 'motivational']","inspirational,les-brown,motivational"
Les Brown,"Shoot for the moon, because even if you miss you miss, you'll land in the stars.",Shoot moon even miss miss land stars,-0.5574,0.0,0.583,"['inspirational', 'les-brown', 'motivational']","inspirational,les-brown,motivational"
Stan Lee,Nuff said!,Nuff said,0.0,0.0,0.0,"['comics', 'inspirational', 'marvel', 'marvel-comics', 'stan-lee']","comics,inspirational,marvel,marvel-comics,stan-lee"
Chuang-Tzu,"I cannot tell if what the world considers ‘happiness’ is happiness or not. All I know is that when I consider the way they go about attaining it, I see them carried away headlong, grim and obsessed, in the general onrush of the human herd, unable to stop themselves or to change their direction. All the while they claim to be just on the point of attaining happiness.",cannot tell world considers ‘happiness’ happiness know consider way go attaining see carried away headlong grim obsessed general onrush human herd unable stop change direction claim point attaining happiness,0.1531,0.186,0.196,"['happiness', 'inspirational', 'life']","happiness,inspirational,life"
John Fitzgerald Kennedy,Let us never negotiate out of fear. But let us never fear to negotiate,Let us never negotiate fear let us never fear negotiate,0.6435,0.396,0.0,"['compromise', 'inspirational', 'negotiation']","compromise,inspirational,negotiation"
Robert Browning,My sun sets to rise again.,sun sets rise,0.0,0.0,0.0,"['inspirational', 'rebirth']","inspirational,rebirth"
Mother Teresa,"There are many people who can do big things, but there are very few people who will do the small things.",many people big things people small things,0.0,0.0,0.0,['inspirational'],inspirational
Steve Maraboli,Stop giving your life away to other people.,Stop giving life away people,0.0516,0.316,0.289,"['accoun', 'inspirational', 'life', 'self-empowerment']","accoun,inspirational,life,self-empowerment"
Banana Yoshimoto,"Everything that had happened was shockingly beautiful, enough to make you crazy.",Everything happened shockingly beautiful enough make crazy,0.2023,0.325,0.342,"['inspirational', 'life', 'life-view']","inspirational,life,life-view"
Sylvia Plath,"I wanted change and excitement and to shoot off in all directions myself, like the colored arrows from a Fourth of July rocket.",wanted change excitement shoot directions like colored arrows Fourth July rocket,0.5106,0.354,0.149,"['change', 'excitement', 'inspirational']","change,excitement,inspirational"
Isak Dinesen,God made the world round so we would never be able to see too far down the road.,God made world round would never able see far road,0.2732,0.189,0.0,['inspirational'],inspirational
C.T. Studd,"Only one life, ’twill soon be past",one life ’twill soon past,0.0,0.0,0.0,['inspirational'],inspirational
Osho,"The moment you become miserly you are closed to the basic phenomenon of life: expansion, sharing. The moment you start clinging to things, you have missed the target--you have missed. Because things are not the target, you, your innermost being, is the target--not a beautiful house, but a beautiful you; not much money, but a rich you; not many things, but an open being, available to millions of things.",moment become miserly closed basic phenomenon life expansion sharing moment start clinging things missed targetyou missed things target innermost targetnot beautiful house beautiful much money rich many things open available millions things,0.8555,0.309,0.148,"['acceptance', 'inspirational']","acceptance,inspirational"
